dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,transfer_active_rounds,transfer_scored_candidates_total,mean_transfer_confidence
real_moleculenet_lipophilicity,gp_ucb,0,85.0,85.0,8.75,0,0,0,0,0,0,0.1832
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,0,80.0,80.0,13.75,0,4,2,0,5,29341,0.1832
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,0,85.0,85.0,8.75,0,1,0,0,5,28342,0.1832
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,0,85.0,85.0,8.75,0,1,0,0,5,29155,0.1832
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,0,85.0,85.0,8.75,0,1,0,0,5,49146,0.1832
real_moleculenet_lipophilicity,gp_ucb,1,90.0,90.0,3.75,0,0,0,0,0,0,0.2085
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,1,90.0,90.0,3.75,0,3,0,0,5,29229,0.2085
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,1,90.0,90.0,3.75,0,3,3,0,5,22199,0.2085
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,1,90.0,90.0,3.75,0,1,0,1,5,25375,0.2085
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,1,90.0,90.0,3.75,0,4,3,0,5,41017,0.2085
real_moleculenet_lipophilicity,gp_ucb,2,87.625,87.625,6.125,0,0,0,0,0,0,0.1851
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,2,87.625,87.625,6.125,0,1,1,0,5,29337,0.1851
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,2,87.625,87.625,6.125,0,0,0,0,5,28568,0.1851
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,2,87.625,87.625,6.125,0,1,1,0,5,29074,0.1851
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,2,87.625,87.625,6.125,0,1,1,0,5,49259,0.1851
real_moleculenet_lipophilicity,gp_ucb,3,91.25,85.25,2.5,0,0,0,0,0,0,0.2224
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,3,91.875,89.5,1.875,0,3,1,0,5,29242,0.2224
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,3,91.25,85.25,2.5,0,0,0,0,5,24232,0.2224
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,3,91.25,85.25,2.5,0,0,0,0,5,28937,0.2224
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,3,91.25,85.25,2.5,0,0,0,0,5,44817,0.2224
real_moleculenet_lipophilicity,gp_ucb,4,87.125,81.275,6.625,0,0,0,0,0,0,0.1888
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,4,88.75,88.75,5.0,0,2,1,0,5,29221,0.1888
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,4,87.125,81.275,6.625,0,0,0,0,5,17119,0.1888
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,4,88.75,88.75,5.0,0,3,2,0,5,26995,0.1888
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,4,88.75,88.75,5.0,0,3,2,0,5,43240,0.1888
real_moleculenet_lipophilicity,gp_ucb,5,93.75,87.725,0.0,1,0,0,0,0,0,0.1997
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,5,87.5,85.625,6.25,0,5,2,0,5,29208,0.1997
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,5,78.125,78.125,15.625,0,3,1,1,5,20323,0.1997
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,5,93.75,87.725,0.0,1,0,0,1,5,28491,0.1997
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,5,80.375,79.025,13.375,0,2,1,0,5,41254,0.1997
real_moleculenet_lipophilicity,gp_ucb,6,82.5,82.5,11.25,0,0,0,0,0,0,0.1895
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,6,82.5,82.5,11.25,0,3,2,0,5,20965,0.1895
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,6,82.5,82.5,11.25,0,1,1,0,5,16005,0.1895
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,6,82.5,82.5,11.25,0,0,0,0,4,9876,0.1895
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,6,82.5,82.5,11.25,0,1,0,0,5,25881,0.1895
real_moleculenet_lipophilicity,gp_ucb,7,83.75,83.75,10.0,0,0,0,0,0,0,0.1921
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,7,83.75,83.75,10.0,0,2,1,0,5,25276,0.1921
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,7,83.75,83.75,10.0,0,0,0,0,5,23759,0.1921
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,7,83.75,83.75,10.0,0,0,0,0,5,11393,0.1921
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,7,83.75,83.75,10.0,0,0,0,0,5,31108,0.1921
real_moleculenet_lipophilicity,gp_ucb,8,88.25,83.2,5.5,0,0,0,0,0,0,0.1787
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,8,80.875,78.775,12.875,0,4,3,0,5,20965,0.1787
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,8,89.25,81.075,4.5,0,4,3,0,5,16010,0.1787
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,8,88.25,83.2,5.5,0,0,0,0,4,18125,0.1787
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,8,89.25,81.075,4.5,0,4,3,0,5,19691,0.1787
real_moleculenet_lipophilicity,gp_ucb,9,83.75,83.75,10.0,0,0,0,0,0,0,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,9,83.75,83.75,10.0,0,1,1,0,5,29262,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,9,83.75,83.75,10.0,0,1,1,0,5,28257,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,9,83.75,83.75,10.0,0,0,0,0,5,29141,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,9,83.75,83.75,10.0,0,2,2,0,5,49142,0.171
real_moleculenet_lipophilicity,gp_ucb,10,86.25,86.25,7.5,0,0,0,0,0,0,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,10,86.25,86.25,7.5,0,3,2,0,5,20965,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,10,86.25,86.25,7.5,0,4,2,0,5,19955,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_target_calibrated_gate_v1,10,86.25,86.25,7.5,0,3,0,1,5,20980,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_adaptive_gate_v1,10,86.25,86.25,7.5,0,3,1,0,5,45885,0.171
real_moleculenet_lipophilicity,gp_ucb,11,86.0,86.0,7.75,0,0,0,0,0,0,0.1416
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,11,86.0,86.0,7.75,0,2,1,0,5,28098,0.1416
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_strict_gate_v1,11,86.0,86.0,7.75,0,2,1,2,5,15600,0.1416
