dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,llm_call_count,hypothesis_confidence,hypothesis_support_count
real_moleculenet_esol,no_care_random,0,90.0714,83.5238,6.9286,0,0,0,0,0,0.5,0
real_moleculenet_esol,no_care_random,1,91.5,90.7857,5.5,0,0,0,0,0,0.5,0
real_moleculenet_esol,no_care_random,2,83.1429,82.5596,13.8571,0,0,0,0,0,0.5,0
real_moleculenet_esol,no_care_random,3,91.3571,91.3571,5.6429,0,0,0,0,0,0.5,0
real_moleculenet_esol,no_care_random,4,84.0,82.3333,13.0,0,0,0,0,0,0.5,0
real_moleculenet_esol,incumbent,0,93.7143,91.2976,3.2857,1,0,0,0,0,0.5,0
real_moleculenet_esol,incumbent,1,90.0714,90.0714,6.9286,0,0,0,0,0,0.5,0
real_moleculenet_esol,incumbent,2,79.6429,79.6429,17.3571,0,0,0,0,0,0.5,0
real_moleculenet_esol,incumbent,3,91.3571,91.3571,5.6429,0,0,0,0,0,0.5,0
real_moleculenet_esol,incumbent,4,93.7143,86.6429,3.2857,1,0,0,0,0,0.5,0
real_moleculenet_esol,llm_no_gate,0,93.7143,91.2976,3.2857,1,0,0,0,3,0.5,0
real_moleculenet_esol,llm_no_gate,1,90.0714,90.0714,6.9286,0,1,1,0,3,0.5,0
real_moleculenet_esol,llm_no_gate,2,79.6429,79.6429,17.3571,0,0,0,0,3,0.5,0
real_moleculenet_esol,llm_no_gate,3,91.3571,91.3571,5.6429,0,3,0,0,3,0.5,0
real_moleculenet_esol,llm_no_gate,4,93.7143,86.6429,3.2857,1,1,0,0,3,0.5,0
real_moleculenet_esol,llm_gate_v1,0,93.7143,91.2976,3.2857,1,0,0,0,3,0.5,0
real_moleculenet_esol,llm_gate_v1,1,90.0714,90.0714,6.9286,0,2,1,0,3,0.5,0
real_moleculenet_esol,llm_gate_v1,2,79.6429,79.6429,17.3571,0,0,0,0,3,0.5,0
real_moleculenet_esol,llm_gate_v1,3,91.3571,91.3571,5.6429,0,3,0,0,3,0.5,0
real_moleculenet_esol,llm_gate_v1,4,93.7143,86.1429,3.2857,1,1,1,0,3,0.5,0
