dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,llm_call_count,hypothesis_confidence,hypothesis_support_count
real_buchwald_hartwig,no_care_random,0,86.1051,80.9467,13.8949,0,0,0,0,0,0.5,0
real_buchwald_hartwig,no_care_random,1,87.7532,80.9069,12.2468,0,0,0,0,0,0.5,0
real_buchwald_hartwig,no_care_random,2,85.8947,85.8947,14.1053,0,0,0,0,0,0.5,0
real_buchwald_hartwig,no_care_random,3,74.3952,74.3952,25.6048,0,0,0,0,0,0.5,0
real_buchwald_hartwig,no_care_random,4,61.6889,61.6889,38.3111,0,0,0,0,0,0.5,0
real_buchwald_hartwig,incumbent,0,70.6299,70.6299,29.3701,0,0,0,0,0,0.5,0
real_buchwald_hartwig,incumbent,1,85.2207,77.7807,14.7793,0,0,0,0,0,0.5,0
real_buchwald_hartwig,incumbent,2,75.2915,75.2915,24.7085,0,0,0,0,0,0.5,0
real_buchwald_hartwig,incumbent,3,84.4027,82.7348,15.5973,0,0,0,0,0,0.5,0
real_buchwald_hartwig,incumbent,4,93.4211,82.713,6.5789,0,0,0,0,0,0.5,0
real_buchwald_hartwig,llm_no_gate,0,70.6299,70.6299,29.3701,0,2,1,0,3,0.5,0
real_buchwald_hartwig,llm_no_gate,1,85.2207,77.7807,14.7793,0,0,0,0,3,0.5,0
real_buchwald_hartwig,llm_no_gate,2,75.2915,75.2915,24.7085,0,1,0,0,3,0.5,0
real_buchwald_hartwig,llm_no_gate,3,84.4027,82.7348,15.5973,0,2,1,0,3,0.5,0
real_buchwald_hartwig,llm_no_gate,4,94.3462,83.0213,5.6538,0,3,1,0,3,0.5,0
real_buchwald_hartwig,llm_gate_v1,0,70.6299,70.6299,29.3701,0,2,1,0,3,0.5,0
real_buchwald_hartwig,llm_gate_v1,1,85.2207,77.7807,14.7793,0,0,0,0,3,0.5,0
real_buchwald_hartwig,llm_gate_v1,2,75.2915,75.2915,24.7085,0,1,0,0,3,0.5,0
real_buchwald_hartwig,llm_gate_v1,3,84.4027,82.7348,15.5973,0,2,1,0,3,0.5,0
real_buchwald_hartwig,llm_gate_v1,4,94.3462,83.0213,5.6538,0,3,1,0,3,0.5,0
