dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,transfer_active_rounds,transfer_scored_candidates_total,llm_call_count,llm_parse_error_count,source_observation_count,mean_transfer_confidence,hypothesis_confidence,hypothesis_support_count
real_moleculenet_freesolv,no_care_random,0,71.4333,68.85,28.5667,1,0,0,0,0,0,0,0,96,0.1316,0.5,0
real_moleculenet_freesolv,incumbent,0,79.0667,72.8533,20.9333,1,0,0,0,0,0,0,0,96,0.1316,0.5,0
real_moleculenet_freesolv,transfer_no_gate,0,79.0667,72.8533,20.9333,1,1,1,0,7,4415,0,0,96,0.1316,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,0,79.0667,72.8533,20.9333,1,1,1,0,7,4415,0,0,96,0.1316,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,0,79.0667,72.8533,20.9333,1,0,0,0,0,0,0,0,96,0.1316,0.5,0
real_moleculenet_freesolv,no_care_random,1,85.0667,80.57,14.9333,1,0,0,0,0,0,0,0,96,0.0625,0.5,0
real_moleculenet_freesolv,incumbent,1,76.8667,43.5333,23.1333,1,0,0,0,0,0,0,0,96,0.0625,0.5,0
real_moleculenet_freesolv,transfer_no_gate,1,76.8667,43.5333,23.1333,1,0,0,0,3,1838,0,0,96,0.0625,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,1,76.8667,43.5333,23.1333,1,0,0,0,3,1838,0,0,96,0.0625,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,1,76.8667,43.5333,23.1333,1,0,0,0,0,0,0,0,96,0.0625,0.5,0
real_moleculenet_freesolv,no_care_random,2,77.2333,77.2333,22.7667,1,0,0,0,0,0,0,0,96,0.1318,0.5,0
real_moleculenet_freesolv,incumbent,2,79.0667,78.5167,20.9333,1,0,0,0,0,0,0,0,96,0.1318,0.5,0
real_moleculenet_freesolv,transfer_no_gate,2,79.0667,78.5167,20.9333,1,2,1,0,7,4417,0,0,96,0.1318,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,2,79.0667,78.5167,20.9333,1,2,1,0,7,4417,0,0,96,0.1318,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,2,79.0667,78.5167,20.9333,1,0,0,0,0,0,0,0,96,0.1318,0.5,0
real_moleculenet_freesolv,no_care_random,3,64.0333,64.0333,35.9667,0,0,0,0,0,0,0,0,96,0.1011,0.5,0
real_moleculenet_freesolv,incumbent,3,71.4333,64.98,28.5667,1,0,0,0,0,0,0,0,96,0.1011,0.5,0
real_moleculenet_freesolv,transfer_no_gate,3,71.4333,64.98,28.5667,1,1,0,0,7,4387,0,0,96,0.1011,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,3,71.4333,64.98,28.5667,1,1,0,0,7,4387,0,0,96,0.1011,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,3,71.4333,64.98,28.5667,1,0,0,0,0,0,0,0,96,0.1011,0.5,0
real_moleculenet_freesolv,no_care_random,4,76.8667,46.7567,23.1333,1,0,0,0,0,0,0,0,96,0.0857,0.5,0
real_moleculenet_freesolv,incumbent,4,76.8667,46.3567,23.1333,1,0,0,0,0,0,0,0,96,0.0857,0.5,0
real_moleculenet_freesolv,transfer_no_gate,4,76.8667,46.3567,23.1333,1,0,0,0,7,3974,0,0,96,0.0857,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,4,76.8667,46.3567,23.1333,1,0,0,0,7,3974,0,0,96,0.0857,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,4,76.8667,46.3567,23.1333,1,0,0,0,0,0,0,0,96,0.0857,0.5,0
real_moleculenet_freesolv,no_care_random,5,95.4,95.4,4.6,1,0,0,0,0,0,0,0,96,0.1396,0.5,0
real_moleculenet_freesolv,incumbent,5,100.0,99.54,0.0,1,0,0,0,0,0,0,0,96,0.1396,0.5,0
real_moleculenet_freesolv,transfer_no_gate,5,100.0,99.54,0.0,1,3,1,0,7,4417,0,0,96,0.1396,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,5,100.0,99.54,0.0,1,0,0,1,7,4417,0,0,96,0.1396,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,5,100.0,99.54,0.0,1,0,0,0,0,0,0,0,96,0.1396,0.5,0
real_moleculenet_freesolv,no_care_random,6,73.0667,68.4734,26.9333,1,0,0,0,0,0,0,0,96,0.085,0.5,0
real_moleculenet_freesolv,incumbent,6,64.0333,59.6766,35.9667,0,0,0,0,0,0,0,0,96,0.085,0.5,0
real_moleculenet_freesolv,transfer_no_gate,6,64.0333,59.6766,35.9667,0,0,0,0,7,4417,0,0,96,0.085,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,6,64.0333,59.6766,35.9667,0,0,0,0,7,4417,0,0,96,0.085,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,6,64.0333,59.6766,35.9667,0,0,0,0,0,0,0,0,96,0.085,0.5,0
real_moleculenet_freesolv,no_care_random,7,49.2,49.2,50.8,0,0,0,0,0,0,0,0,96,0.0808,0.5,0
real_moleculenet_freesolv,incumbent,7,50.1,49.29,49.9,0,0,0,0,0,0,0,0,96,0.0808,0.5,0
real_moleculenet_freesolv,transfer_no_gate,7,49.2,49.2,50.8,0,2,2,0,7,4406,0,0,96,0.0808,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,7,50.1,49.29,49.9,0,0,0,0,7,4406,0,0,96,0.0808,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,7,50.1,49.29,49.9,0,0,0,0,0,0,0,0,96,0.0808,0.5,0
real_moleculenet_freesolv,no_care_random,8,56.1667,54.6067,43.8333,0,0,0,0,0,0,0,0,96,0.1572,0.5,0
real_moleculenet_freesolv,incumbent,8,71.4333,52.9133,28.5667,1,0,0,0,0,0,0,0,96,0.1572,0.5,0
real_moleculenet_freesolv,transfer_no_gate,8,71.4333,52.9133,28.5667,1,0,0,0,3,1881,0,0,96,0.1572,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,8,71.4333,52.9133,28.5667,1,0,0,0,3,1881,0,0,96,0.1572,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,8,71.4333,52.9133,28.5667,1,0,0,0,3,167,0,0,96,0.1572,0.5,0
real_moleculenet_freesolv,no_care_random,9,38.9667,38.8967,61.0333,0,0,0,0,0,0,0,0,96,0.0893,0.5,0
real_moleculenet_freesolv,incumbent,9,38.7333,38.7333,61.2667,0,0,0,0,0,0,0,0,96,0.0893,0.5,0
real_moleculenet_freesolv,transfer_no_gate,9,38.7333,38.7333,61.2667,0,0,0,0,7,1435,0,0,96,0.0893,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,9,38.7333,38.7333,61.2667,0,0,0,0,7,1435,0,0,96,0.0893,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,9,38.7333,38.7333,61.2667,0,0,0,0,0,0,0,0,96,0.0893,0.5,0
real_moleculenet_freesolv,no_care_random,10,42.1667,42.0167,57.8333,0,0,0,0,0,0,0,0,96,0.1106,0.5,0
real_moleculenet_freesolv,incumbent,10,71.4333,69.09,28.5667,1,0,0,0,0,0,0,0,96,0.1106,0.5,0
real_moleculenet_freesolv,transfer_no_gate,10,71.4333,69.09,28.5667,1,0,0,0,7,4414,0,0,96,0.1106,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,10,71.4333,69.09,28.5667,1,0,0,0,7,4414,0,0,96,0.1106,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,10,71.4333,69.09,28.5667,1,0,0,0,7,385,0,0,96,0.1106,0.5,0
real_moleculenet_freesolv,no_care_random,11,35.0333,28.62,64.9667,0,0,0,0,0,0,0,0,96,0.1471,0.5,0
real_moleculenet_freesolv,incumbent,11,76.8667,42.4967,23.1333,1,0,0,0,0,0,0,0,96,0.1471,0.5,0
real_moleculenet_freesolv,transfer_no_gate,11,75.8,48.6767,24.2,1,2,1,0,7,4061,0,0,96,0.1471,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,11,76.8667,42.4967,23.1333,1,0,0,0,7,3973,0,0,96,0.1471,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,11,76.8667,42.4967,23.1333,1,0,0,0,0,0,0,0,96,0.1471,0.5,0
real_moleculenet_freesolv,no_care_random,12,53.3667,53.3667,46.6333,0,0,0,0,0,0,0,0,96,0.1692,0.5,0
real_moleculenet_freesolv,incumbent,12,71.4333,71.4333,28.5667,1,0,0,0,0,0,0,0,96,0.1692,0.5,0
real_moleculenet_freesolv,transfer_no_gate,12,71.4333,71.4333,28.5667,1,0,0,0,7,4417,0,0,96,0.1692,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,12,71.4333,71.4333,28.5667,1,0,0,0,7,4417,0,0,96,0.1692,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,12,71.4333,71.4333,28.5667,1,0,0,0,7,224,0,0,96,0.1692,0.5,0
real_moleculenet_freesolv,no_care_random,13,95.4,84.5667,4.6,1,0,0,0,0,0,0,0,96,0.0639,0.5,0
real_moleculenet_freesolv,incumbent,13,79.0667,66.9467,20.9333,1,0,0,0,0,0,0,0,96,0.0639,0.5,0
real_moleculenet_freesolv,transfer_no_gate,13,79.0667,66.9467,20.9333,1,0,0,0,7,4417,0,0,96,0.0639,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,13,79.0667,66.9467,20.9333,1,0,0,0,7,4417,0,0,96,0.0639,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,13,79.0667,66.9467,20.9333,1,0,0,0,0,0,0,0,96,0.0639,0.5,0
real_moleculenet_freesolv,no_care_random,14,95.4,95.4,4.6,1,0,0,0,0,0,0,0,96,0.1146,0.5,0
real_moleculenet_freesolv,incumbent,14,95.4,95.4,4.6,1,0,0,0,0,0,0,0,96,0.1146,0.5,0
real_moleculenet_freesolv,transfer_no_gate,14,95.4,95.4,4.6,1,3,1,0,7,4383,0,0,96,0.1146,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,14,95.4,95.4,4.6,1,2,0,0,7,4394,0,0,96,0.1146,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,14,95.4,95.4,4.6,1,0,0,0,0,0,0,0,96,0.1146,0.5,0
real_moleculenet_freesolv,no_care_random,15,64.0333,57.4833,35.9667,0,0,0,0,0,0,0,0,96,0.1259,0.5,0
real_moleculenet_freesolv,incumbent,15,68.2,61.04,31.8,0,0,0,0,0,0,0,0,96,0.1259,0.5,0
real_moleculenet_freesolv,transfer_no_gate,15,68.2,61.04,31.8,0,0,0,0,7,4409,0,0,96,0.1259,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,15,68.2,61.04,31.8,0,0,0,0,7,4409,0,0,96,0.1259,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,15,68.2,61.04,31.8,0,0,0,0,0,0,0,0,96,0.1259,0.5,0
real_moleculenet_freesolv,no_care_random,16,75.8,41.6333,24.2,1,0,0,0,0,0,0,0,96,0.1174,0.5,0
real_moleculenet_freesolv,incumbent,16,76.8667,48.5134,23.1333,1,0,0,0,0,0,0,0,96,0.1174,0.5,0
real_moleculenet_freesolv,transfer_no_gate,16,76.8667,48.5134,23.1333,1,0,0,0,3,1590,0,0,96,0.1174,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,16,76.8667,48.5134,23.1333,1,0,0,0,3,1590,0,0,96,0.1174,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,16,76.8667,48.5134,23.1333,1,0,0,1,1,10,0,0,96,0.1174,0.5,0
real_moleculenet_freesolv,no_care_random,17,48.7333,46.84,51.2667,0,0,0,0,0,0,0,0,96,0.1393,0.5,0
real_moleculenet_freesolv,incumbent,17,39.2667,39.2667,60.7333,0,0,0,0,0,0,0,0,96,0.1393,0.5,0
real_moleculenet_freesolv,transfer_no_gate,17,39.2667,39.2667,60.7333,0,1,1,0,7,2637,0,0,96,0.1393,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,17,39.2667,39.2667,60.7333,0,0,0,0,7,2637,0,0,96,0.1393,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,17,39.2667,39.2667,60.7333,0,0,0,0,0,0,0,0,96,0.1393,0.5,0
real_moleculenet_freesolv,no_care_random,18,85.0667,72.3867,14.9333,1,0,0,0,0,0,0,0,96,0.0962,0.5,0
real_moleculenet_freesolv,incumbent,18,71.4333,69.6266,28.5667,1,0,0,0,0,0,0,0,96,0.0962,0.5,0
real_moleculenet_freesolv,transfer_no_gate,18,71.4333,69.6266,28.5667,1,1,1,0,7,4402,0,0,96,0.0962,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,18,71.4333,69.6266,28.5667,1,1,1,0,7,4402,0,0,96,0.0962,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,18,71.4333,69.6266,28.5667,1,0,0,0,0,0,0,0,96,0.0962,0.5,0
real_moleculenet_freesolv,no_care_random,19,37.2,37.2,62.8,0,0,0,0,0,0,0,0,96,0.0992,0.5,0
real_moleculenet_freesolv,incumbent,19,71.4333,43.6567,28.5667,1,0,0,0,0,0,0,0,96,0.0992,0.5,0
real_moleculenet_freesolv,transfer_no_gate,19,71.4333,43.6567,28.5667,1,0,0,0,0,0,0,0,96,0.0992,0.5,0
real_moleculenet_freesolv,transfer_gate_v1,19,71.4333,43.6567,28.5667,1,0,0,0,0,0,0,0,96,0.0992,0.5,0
real_moleculenet_freesolv,transfer_strict_gate_v1,19,71.4333,43.6567,28.5667,1,0,0,0,0,0,0,0,96,0.0992,0.5,0
