dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,transfer_active_rounds,transfer_scored_candidates_total,mean_transfer_confidence
real_moleculenet_lipophilicity,gp_ucb,0,85.0,85.0,8.75,0,0,0,0,0,0,0.1832
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,0,80.0,80.0,13.75,0,4,2,0,5,29341,0.1832
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,0,80.0,80.0,13.75,0,4,2,0,5,29341,0.1832
real_moleculenet_lipophilicity,gp_ucb,1,90.0,90.0,3.75,0,0,0,0,0,0,0.2085
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,1,90.0,90.0,3.75,0,3,0,0,5,29229,0.2085
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,1,90.0,90.0,3.75,0,3,0,0,5,29229,0.2085
real_moleculenet_lipophilicity,gp_ucb,2,87.625,87.625,6.125,0,0,0,0,0,0,0.1851
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,2,87.625,87.625,6.125,0,1,1,0,5,29337,0.1851
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,2,87.625,87.625,6.125,0,1,1,0,5,29337,0.1851
real_moleculenet_lipophilicity,gp_ucb,3,91.25,85.25,2.5,0,0,0,0,0,0,0.2224
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,3,91.875,89.5,1.875,0,3,1,0,5,29242,0.2224
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,3,91.875,89.5,1.875,0,3,1,0,5,29242,0.2224
real_moleculenet_lipophilicity,gp_ucb,4,87.125,81.275,6.625,0,0,0,0,0,0,0.1888
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,4,88.75,88.75,5.0,0,2,1,0,5,29221,0.1888
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,4,88.75,88.75,5.0,0,2,1,0,5,29221,0.1888
real_moleculenet_lipophilicity,gp_ucb,5,93.75,87.725,0.0,1,0,0,0,0,0,0.1997
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,5,87.5,85.625,6.25,0,5,2,0,5,29208,0.1997
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,5,87.5,85.625,6.25,0,5,2,0,5,29208,0.1997
real_moleculenet_lipophilicity,gp_ucb,6,82.5,82.5,11.25,0,0,0,0,0,0,0.1895
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,6,82.5,82.5,11.25,0,3,2,0,5,20965,0.1895
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,6,82.5,82.5,11.25,0,3,2,0,5,20965,0.1895
real_moleculenet_lipophilicity,gp_ucb,7,83.75,83.75,10.0,0,0,0,0,0,0,0.1921
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,7,83.75,83.75,10.0,0,2,1,0,5,25276,0.1921
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,7,83.75,83.75,10.0,0,2,1,0,5,25276,0.1921
real_moleculenet_lipophilicity,gp_ucb,8,88.25,83.2,5.5,0,0,0,0,0,0,0.1787
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,8,80.875,78.775,12.875,0,4,3,0,5,20965,0.1787
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,8,80.875,78.775,12.875,0,4,3,0,5,20965,0.1787
real_moleculenet_lipophilicity,gp_ucb,9,83.75,83.75,10.0,0,0,0,0,0,0,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,9,83.75,83.75,10.0,0,1,1,0,5,29262,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,9,83.75,83.75,10.0,0,1,1,0,5,29262,0.171
real_moleculenet_lipophilicity,gp_ucb,10,86.25,86.25,7.5,0,0,0,0,0,0,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,10,86.25,86.25,7.5,0,3,2,0,5,20965,0.171
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,10,86.25,86.25,7.5,0,3,2,0,5,20965,0.171
real_moleculenet_lipophilicity,gp_ucb,11,86.0,86.0,7.75,0,0,0,0,0,0,0.1416
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,11,86.0,86.0,7.75,0,2,1,0,5,28098,0.1416
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,11,86.0,86.0,7.75,0,2,1,0,5,28098,0.1416
real_moleculenet_lipophilicity,gp_ucb,12,86.0,86.0,7.75,0,0,0,0,0,0,0.1725
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,12,88.625,88.1,5.125,0,2,1,0,5,26015,0.1725
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,12,88.625,88.1,5.125,0,2,1,0,5,26015,0.1725
real_moleculenet_lipophilicity,gp_ucb,13,90.0,86.25,3.75,0,0,0,0,0,0,0.1917
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,13,83.75,83.75,10.0,0,2,2,0,5,29336,0.1917
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,13,83.75,83.75,10.0,0,2,2,0,5,29336,0.1917
real_moleculenet_lipophilicity,gp_ucb,14,89.875,88.675,3.875,0,0,0,0,0,0,0.1721
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,14,86.875,86.875,6.875,0,4,4,0,5,25869,0.1721
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,14,86.875,86.875,6.875,0,4,4,0,5,25869,0.1721
real_moleculenet_lipophilicity,gp_ucb,15,91.875,91.875,1.875,0,0,0,0,0,0,0.2114
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,15,91.875,91.875,1.875,0,3,3,0,5,26996,0.2114
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,15,91.875,91.875,1.875,0,3,3,0,5,26996,0.2114
real_moleculenet_lipophilicity,gp_ucb,16,88.25,83.3,5.5,0,0,0,0,0,0,0.1908
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,16,92.5,82.5,1.25,0,5,1,0,5,25659,0.1908
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,16,92.5,82.5,1.25,0,5,1,0,5,25659,0.1908
real_moleculenet_lipophilicity,gp_ucb,17,84.75,82.8,9.0,0,0,0,0,0,0,0.1601
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,17,84.75,83.2,9.0,0,2,1,0,5,29304,0.1601
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,17,84.75,83.2,9.0,0,2,1,0,5,29304,0.1601
real_moleculenet_lipophilicity,gp_ucb,18,83.75,83.75,10.0,0,0,0,0,0,0,0.1841
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,18,88.25,83.8,5.5,0,5,3,0,5,29133,0.1841
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,18,88.25,83.8,5.5,0,5,3,0,5,29133,0.1841
real_moleculenet_lipophilicity,gp_ucb,19,88.25,88.25,5.5,0,0,0,0,0,0,0.1656
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,19,88.25,88.25,5.5,0,2,1,0,5,20965,0.1656
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,19,88.25,88.25,5.5,0,2,1,0,5,20965,0.1656
real_moleculenet_lipophilicity,gp_ucb,20,81.375,77.575,12.375,0,0,0,0,0,0,0.1622
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_gate_v1,20,85.0,85.0,8.75,0,5,2,0,5,29348,0.1622
real_moleculenet_lipophilicity,hybrid_value_prior_gp_ucb_no_gate,20,85.0,85.0,8.75,0,5,2,0,5,29348,0.1622
