target_dataset,mode,seed,initial_observations,reveal_rounds,initial_candidate_ids,source_datasets,final_best,best_so_far_auc,simple_regret,top10_hit
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91000,3,10,baumgartner_cn_phenethylamine_alphos_011;baumgartner_cn_phenethylamine_alphos_018;baumgartner_cn_phenethylamine_alphos_009,,98.5826,97.61132,0.0,1
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91001,3,10,baumgartner_cn_phenethylamine_alphos_007;baumgartner_cn_phenethylamine_alphos_009;baumgartner_cn_phenethylamine_alphos_016,,97.4404,87.74533,1.1422,1
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91002,3,10,baumgartner_cn_phenethylamine_alphos_021;baumgartner_cn_phenethylamine_alphos_016;baumgartner_cn_phenethylamine_alphos_020,,98.5826,97.42856,0.0,1
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91003,3,10,baumgartner_cn_phenethylamine_alphos_014;baumgartner_cn_phenethylamine_alphos_001;baumgartner_cn_phenethylamine_alphos_021,,97.8787,96.77153,0.7039,1
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91004,3,10,baumgartner_cn_phenethylamine_alphos_008;baumgartner_cn_phenethylamine_alphos_012;baumgartner_cn_phenethylamine_alphos_014,,98.5826,97.40859,0.0,1
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91005,3,10,baumgartner_cn_phenethylamine_alphos_017;baumgartner_cn_phenethylamine_alphos_014;baumgartner_cn_phenethylamine_alphos_005,,98.5826,96.27557,0.0,1
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91006,3,10,baumgartner_cn_phenethylamine_alphos_016;baumgartner_cn_phenethylamine_alphos_015;baumgartner_cn_phenethylamine_alphos_012,,98.5826,96.35408,0.0,1
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91007,3,10,baumgartner_cn_phenethylamine_alphos_008;baumgartner_cn_phenethylamine_alphos_011;baumgartner_cn_phenethylamine_alphos_005,,97.4404,95.23575,1.1422,1
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91008,3,10,baumgartner_cn_phenethylamine_alphos_000;baumgartner_cn_phenethylamine_alphos_007;baumgartner_cn_phenethylamine_alphos_015,,98.5826,98.5826,0.0,1
real_baumgartner_cn_phenethylamine_alphos,target_gp_random_initial,91009,3,10,baumgartner_cn_phenethylamine_alphos_012;baumgartner_cn_phenethylamine_alphos_001;baumgartner_cn_phenethylamine_alphos_022,,97.8787,97.8787,0.7039,1
