dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,llm_call_count,hypothesis_confidence,hypothesis_support_count
real_moleculenet_freesolv,no_care_random,0,71.4333,68.85,28.5667,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,1,85.0667,80.57,14.9333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,2,77.2333,77.2333,22.7667,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,3,64.0333,64.0333,35.9667,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,4,76.8667,46.7567,23.1333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,5,95.4,95.4,4.6,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,6,73.0667,68.4734,26.9333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,7,49.2,49.2,50.8,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,8,56.1667,54.6067,43.8333,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,9,38.9667,38.8967,61.0333,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,10,42.1667,42.0167,57.8333,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,11,35.0333,28.62,64.9667,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,12,53.3667,53.3667,46.6333,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,13,95.4,84.5667,4.6,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,14,95.4,95.4,4.6,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,15,64.0333,57.4833,35.9667,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,16,75.8,41.6333,24.2,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,17,48.7333,46.84,51.2667,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,18,85.0667,72.3867,14.9333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,19,37.2,37.2,62.8,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,20,42.1667,40.9167,57.8333,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,21,46.1,45.68,53.9,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,22,46.1,40.73,53.9,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,23,49.0333,46.15,50.9667,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,24,76.8667,50.87,23.1333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,25,41.6667,38.5333,58.3333,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,26,48.4,48.4,51.6,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,27,59.1333,45.75,40.8667,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,28,50.2667,48.4467,49.7333,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,no_care_random,29,45.3667,42.1934,54.6333,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,0,79.0667,72.8533,20.9333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,1,76.8667,43.5333,23.1333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,2,79.0667,78.5167,20.9333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,3,71.4333,64.98,28.5667,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,4,76.8667,46.3567,23.1333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,5,100.0,99.54,0.0,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,6,64.0333,59.6766,35.9667,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,7,50.1,49.29,49.9,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,8,71.4333,52.9133,28.5667,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,9,38.7333,38.7333,61.2667,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,10,71.4333,69.09,28.5667,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,11,76.8667,42.4967,23.1333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,12,71.4333,71.4333,28.5667,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,13,79.0667,66.9467,20.9333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,14,95.4,95.4,4.6,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,15,68.2,61.04,31.8,0,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,16,76.8667,48.5134,23.1333,1,0,0,0,0,0.5,0
real_moleculenet_freesolv,incumbent,17,39.2667,39.2667,60.7333,0,0,0,0,0,0.5,0
