run_label,mode,seed,round_index,observed_count,selected_by,gate_authorized,gate_reason,revealed_value,best_so_far,llm_called,parse_error,applied_spec_count,rejected_spec_count,max_abs_adjustment,applied_specs,rejected_reasons
v2_lite_prompt,llm_audit_transfer_gate_v1,0,0,5,incumbent,False,challenger_matches_incumbent,27.3101,70.6299,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,0,1,6,incumbent,False,challenger_matches_incumbent,46.6325,70.6299,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,0,2,7,incumbent,False,challenger_matches_incumbent,46.0142,70.6299,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,0,3,8,incumbent,False,llm_audit_rejected_challenger,34.8063,70.6299,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,0,4,9,incumbent,False,challenger_matches_incumbent,40.2711,70.6299,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,0,5,10,incumbent,False,challenger_matches_incumbent,14.8669,70.6299,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,0,6,11,incumbent,False,llm_audit_rejected_challenger,26.6781,70.6299,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,0,7,12,incumbent,False,llm_audit_rejected_challenger,38.9505,70.6299,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,0,8,13,incumbent,False,challenger_matches_incumbent,64.8842,70.6299,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,0,9,14,incumbent,False,llm_audit_rejected_challenger,24.0134,70.6299,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,0,5,incumbent,False,challenger_matches_incumbent,52.5994,74.0607,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,1,6,incumbent,False,challenger_matches_incumbent,60.5287,74.0607,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,2,7,incumbent,False,challenger_matches_incumbent,13.791,74.0607,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,3,8,incumbent,False,challenger_matches_incumbent,45.7793,74.0607,,False,4,0,0.088523,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,4,9,incumbent,False,llm_audit_rejected_challenger,85.2207,85.2207,,False,4,0,0.081472,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,5,10,incumbent,False,challenger_matches_incumbent,84.4027,85.2207,,False,4,0,0.094926,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,6,11,incumbent,False,challenger_matches_incumbent,86.1982,86.1982,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,7,12,incumbent,False,challenger_matches_incumbent,92.659,92.659,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,8,13,incumbent,False,challenger_matches_incumbent,92.1307,92.659,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,1,9,14,incumbent,False,challenger_matches_incumbent,92.3912,92.659,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,0,5,incumbent,False,challenger_matches_incumbent,65.0666,75.2915,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,1,6,incumbent,False,challenger_matches_incumbent,49.3022,75.2915,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,2,7,incumbent,False,challenger_matches_incumbent,36.5499,75.2915,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,3,8,incumbent,False,llm_audit_rejected_challenger,38.5232,75.2915,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,4,9,incumbent,False,challenger_matches_incumbent,52.9077,75.2915,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,5,10,llm_audit_transfer_gate_v1,True,llm_audit_approved_challenger,79.7398,79.7398,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,6,11,incumbent,False,challenger_matches_incumbent,46.7621,79.7398,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,7,12,incumbent,False,llm_audit_rejected_challenger,47.5558,79.7398,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,8,13,llm_audit_transfer_gate_v1,True,llm_audit_approved_challenger,57.4505,79.7398,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,2,9,14,llm_audit_transfer_gate_v1,True,llm_audit_approved_challenger,74.2357,79.7398,,False,4,0,0.1,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
v2_lite_prompt,llm_audit_transfer_gate_v1,3,0,5,incumbent,False,challenger_matches_incumbent,49.4049,74.3952,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,3,1,6,incumbent,False,challenger_matches_incumbent,84.4027,84.4027,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,3,2,7,incumbent,False,challenger_matches_incumbent,68.5749,84.4027,,False,0,0,0.0,,
v2_lite_prompt,llm_audit_transfer_gate_v1,3,3,8,incumbent,False,llm_audit_rejected_challenger,64.6676,84.4027,,False,4,0,0.083835,=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=|=::w=:n=:eff=,
