dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,transfer_active_rounds,transfer_scored_candidates_total,llm_call_count,llm_parse_error_count,source_observation_count,mean_transfer_confidence,hypothesis_confidence,hypothesis_support_count
real_moleculenet_lipophilicity,incumbent,0,85.0,82.2,8.75,0,0,0,0,0,0,0,0,192,0.1832,0.5,0
real_moleculenet_lipophilicity,transfer_gate_v1,0,85.0,82.2,8.75,0,0,0,0,2,8381,0,0,192,0.1832,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_gate_v1,0,82.375,80.475,11.375,0,5,3,0,5,29336,0,0,192,0.1832,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_strict_gate_v1,0,85.0,82.2,8.75,0,0,0,0,5,22146,0,0,192,0.1832,0.5,0
real_moleculenet_lipophilicity,incumbent,1,90.0,90.0,3.75,0,0,0,0,0,0,0,0,192,0.2085,0.5,0
real_moleculenet_lipophilicity,transfer_gate_v1,1,90.0,90.0,3.75,0,1,0,0,2,8366,0,0,192,0.2085,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_gate_v1,1,90.0,90.0,3.75,0,5,0,0,5,29314,0,0,192,0.2085,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_strict_gate_v1,1,90.0,90.0,3.75,0,5,0,0,5,19850,0,0,192,0.2085,0.5,0
real_moleculenet_lipophilicity,incumbent,2,90.0,88.1,3.75,0,0,0,0,0,0,0,0,192,0.1851,0.5,0
real_moleculenet_lipophilicity,transfer_gate_v1,2,90.0,88.1,3.75,0,0,0,0,2,4717,0,0,192,0.1851,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_gate_v1,2,87.625,87.625,6.125,0,5,5,0,5,29050,0,0,192,0.1851,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_strict_gate_v1,2,90.0,88.1,3.75,0,0,0,0,5,20120,0,0,192,0.1851,0.5,0
real_moleculenet_lipophilicity,incumbent,3,80.125,80.025,13.625,0,0,0,0,0,0,0,0,192,0.2224,0.5,0
real_moleculenet_lipophilicity,transfer_gate_v1,3,80.0,80.0,13.75,0,1,1,0,2,8375,0,0,192,0.2224,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_gate_v1,3,85.625,84.5,8.125,0,4,2,0,5,29320,0,0,192,0.2224,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_strict_gate_v1,3,91.25,82.5,2.5,0,2,0,0,5,21171,0,0,192,0.2224,0.5,0
real_moleculenet_lipophilicity,incumbent,4,80.0,78.95,13.75,0,0,0,0,0,0,0,0,192,0.1888,0.5,0
real_moleculenet_lipophilicity,transfer_gate_v1,4,80.0,78.95,13.75,0,0,0,1,2,6396,0,0,192,0.1888,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_gate_v1,4,80.0,80.0,13.75,0,4,3,0,5,28301,0,0,192,0.1888,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_strict_gate_v1,4,80.0,78.95,13.75,0,0,0,0,5,20175,0,0,192,0.1888,0.5,0
real_moleculenet_lipophilicity,incumbent,5,90.0,80.5,3.75,0,0,0,0,0,0,0,0,192,0.1997,0.5,0
real_moleculenet_lipophilicity,transfer_gate_v1,5,90.0,80.5,3.75,0,0,0,0,2,7837,0,0,192,0.1997,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_gate_v1,5,91.625,87.6,2.125,0,5,0,0,5,29208,0,0,192,0.1997,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_strict_gate_v1,5,78.125,78.125,15.625,0,1,1,0,5,16718,0,0,192,0.1997,0.5,0
real_moleculenet_lipophilicity,incumbent,6,84.25,83.55,9.5,0,0,0,0,0,0,0,0,192,0.1895,0.5,0
real_moleculenet_lipophilicity,transfer_gate_v1,6,84.25,83.55,9.5,0,0,0,0,2,8382,0,0,192,0.1895,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_gate_v1,6,82.5,82.5,11.25,0,3,2,0,5,24832,0,0,192,0.1895,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_strict_gate_v1,6,84.25,83.55,9.5,0,1,1,0,5,21920,0,0,192,0.1895,0.5,0
real_moleculenet_lipophilicity,incumbent,7,90.0,90.0,3.75,0,0,0,0,0,0,0,0,192,0.1921,0.5,0
real_moleculenet_lipophilicity,transfer_gate_v1,7,90.0,90.0,3.75,0,0,0,2,2,2847,0,0,192,0.1921,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_gate_v1,7,83.75,83.75,10.0,0,5,2,0,5,25100,0,0,192,0.1921,0.5,0
real_moleculenet_lipophilicity,transfer_value_prior_strict_gate_v1,7,88.125,84.625,5.625,0,2,2,0,5,22439,0,0,192,0.1921,0.5,0
real_moleculenet_lipophilicity,incumbent,8,76.125,76.025,17.625,0,0,0,0,0,0,0,0,192,0.1787,0.5,0
real_moleculenet_lipophilicity,transfer_gate_v1,8,76.125,76.025,17.625,0,0,0,0,2,6434,0,0,192,0.1787,0.5,0
