dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,llm_call_count,hypothesis_confidence,hypothesis_support_count
synthetic_suzuki_i,no_care_random,0,84.6023,84.6023,2.7964,1,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,1,78.8393,77.8162,8.5594,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,2,77.8568,77.8568,9.5419,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,3,87.3987,76.8284,0.0,1,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,4,84.8364,68.5666,2.5623,1,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,5,74.3959,74.2378,13.0028,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,6,75.8587,75.8587,11.54,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,7,68.9283,62.2682,18.4704,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,8,83.7116,83.7116,3.6871,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,9,84.6023,73.2478,2.7964,1,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,10,84.5421,83.2125,2.8566,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,11,86.9519,86.9519,0.4468,1,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,12,81.5755,75.5129,5.8232,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,13,84.8364,84.8364,2.5623,1,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,14,72.2893,72.2893,15.1094,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,15,75.3438,72.7343,12.0549,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,16,86.0675,86.0675,1.3312,1,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,17,80.4161,80.4161,6.9826,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,18,83.7116,81.2037,3.6871,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,19,75.3519,75.3519,12.0468,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,20,76.4206,76.4206,10.9781,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,21,87.0858,87.0858,0.3129,1,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,22,77.6581,72.1517,9.7406,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,23,77.6581,77.6581,9.7406,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,24,75.3273,63.813,12.0714,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,25,74.1413,69.671,13.2574,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,26,71.2208,71.2208,16.1779,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,27,69.505,66.3365,17.8937,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,28,70.4673,69.8229,16.9314,0,0,0,0,0,0.5,0
synthetic_suzuki_i,no_care_random,29,86.106,81.8806,1.2927,1,0,0,0,0,0.5,0
synthetic_suzuki_i,incumbent,0,87.2966,87.2966,0.1021,1,0,0,0,0,0.9,8
synthetic_suzuki_i,incumbent,1,84.8155,82.4088,2.5832,1,0,0,0,0,0.8,7
synthetic_suzuki_i,incumbent,2,87.3987,86.8394,0.0,1,0,0,0,0,0.9091,9
synthetic_suzuki_i,incumbent,3,71.2208,69.8679,16.1779,0,0,0,0,0,0.5,0
synthetic_suzuki_i,incumbent,4,81.5755,79.1108,5.8232,0,0,0,0,0,0.9167,10
synthetic_suzuki_i,incumbent,5,84.8364,83.2176,2.5623,1,0,0,0,0,0.8889,7
synthetic_suzuki_i,incumbent,6,81.5755,80.1925,5.8232,0,0,0,0,0,0.9,8
synthetic_suzuki_i,incumbent,7,87.2966,87.2966,0.1021,1,0,0,0,0,0.9091,9
synthetic_suzuki_i,incumbent,8,83.7116,83.7116,3.6871,0,0,0,0,0,0.8,7
synthetic_suzuki_i,incumbent,9,71.2208,66.997,16.1779,0,0,0,0,0,0.5,0
synthetic_suzuki_i,incumbent,10,87.3987,87.3048,0.0,1,0,0,0,0,0.9167,10
synthetic_suzuki_i,incumbent,11,87.0858,87.0322,0.3129,1,0,0,0,0,0.9091,9
synthetic_suzuki_i,incumbent,12,84.8364,78.9714,2.5623,1,0,0,0,0,0.9091,9
synthetic_suzuki_i,incumbent,13,86.0675,84.9595,1.3312,1,0,0,0,0,0.8182,8
synthetic_suzuki_i,incumbent,14,84.8364,81.142,2.5623,1,0,0,0,0,0.9091,9
synthetic_suzuki_i,incumbent,15,77.4203,72.0032,9.9784,0,0,0,0,0,0.75,2
