dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,llm_call_count,hypothesis_confidence,hypothesis_support_count
synthetic_chemlex_i,no_care_random,0,98.5908,98.5908,1.4092,1,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,1,96.5075,80.4773,3.4925,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,2,82.825,81.1118,17.175,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,3,80.9365,80.9365,19.0635,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,4,93.7095,93.7095,6.2905,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,5,99.9323,96.0534,0.0677,1,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,6,80.7121,75.4352,19.2879,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,7,92.0607,92.0607,7.9393,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,8,87.906,74.4366,12.094,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,9,79.4861,78.3025,20.5139,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,10,93.1496,87.5666,6.8504,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,11,86.5887,83.6465,13.4113,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,12,77.3094,77.3094,22.6906,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,13,98.2831,96.6851,1.7169,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,14,85.4562,79.674,14.5438,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,15,81.162,81.162,18.838,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,16,98.2831,88.8995,1.7169,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,17,94.43,94.43,5.57,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,18,83.1453,80.2585,16.8547,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,19,97.3173,94.4555,2.6827,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,20,98.5908,98.5908,1.4092,1,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,21,82.3006,81.6056,17.6994,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,22,94.0046,92.704,5.9954,0,0,0,0,0,0.5,0
synthetic_chemlex_i,no_care_random,23,87.948,87.948,12.052,0,0,0,0,0,0.5,0
