dataset,mode,seed,final_best,best_so_far_auc,simple_regret,top10_hit,intervention_count,bad_intervention_count,rejected_good_challenger_count,llm_call_count,hypothesis_confidence,hypothesis_support_count
real_suzuki_miyaura,no_care_random,0,94.3764,87.3048,5.6236,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,1,90.7864,81.5508,9.2136,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,2,79.8875,72.3668,20.1125,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,3,90.281,82.2869,9.719,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,4,84.9881,83.2689,15.0119,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,5,87.5699,87.5699,12.4301,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,6,88.9599,77.4764,11.0401,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,7,94.8302,94.8302,5.1698,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,8,82.299,81.9615,17.701,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,9,92.4342,88.183,7.5658,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,10,86.8849,76.5101,13.1151,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,11,92.7985,92.7985,7.2015,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,12,93.2707,92.9673,6.7293,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,13,92.6982,79.9617,7.3018,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,14,91.8179,91.8179,8.1821,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,15,90.6165,87.884,9.3835,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,16,85.9474,82.31,14.0526,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,17,90.7497,90.7497,9.2503,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,18,89.8003,89.8003,10.1997,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,19,72.8204,72.8204,27.1796,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,20,90.794,85.1642,9.206,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,21,88.7044,85.7159,11.2956,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,22,88.0602,85.6453,11.9398,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,23,93.6679,92.3875,6.3321,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,24,88.5466,88.5466,11.4534,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,25,100.0,100.0,0.0,1,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,26,68.6446,68.6446,31.3554,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,27,89.3539,83.941,10.6461,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,28,72.2509,70.3515,27.7491,0,0,0,0,0,0.5,0
real_suzuki_miyaura,no_care_random,29,62.7748,47.0015,37.2252,0,0,0,0,0,0.5,0
real_suzuki_miyaura,incumbent,0,93.6745,93.3372,6.3255,0,0,0,0,0,0.5,0
real_suzuki_miyaura,incumbent,1,98.2021,98.058,1.7979,1,0,0,0,0,0.5,0
real_suzuki_miyaura,incumbent,2,95.3553,82.6839,4.6447,0,0,0,0,0,0.5,0
real_suzuki_miyaura,incumbent,3,70.2958,70.2958,29.7042,0,0,0,0,0,0.5,0
real_suzuki_miyaura,incumbent,4,91.1515,89.1065,8.8485,0,0,0,0,0,0.5,0
real_suzuki_miyaura,incumbent,5,93.3265,92.1752,6.6735,0,0,0,0,0,0.5,0
real_suzuki_miyaura,incumbent,6,90.3264,63.5369,9.6736,0,0,0,0,0,0.5,0
real_suzuki_miyaura,incumbent,7,95.8453,95.8409,4.1547,0,0,0,0,0,0.5,0
