best_so_far_auc,dataset,final_best,mode,seed,simple_regret,top10_hit
21.0522,real_photocatalytic_hydrogen_evolution,30.0255,gp_ucb,50000,3.2063,1
20.0651,real_photocatalytic_hydrogen_evolution,21.7295,llm_direct_prior_alkaline_activation_of_thiol_donor,50000,11.5023,0
18.9747,real_photocatalytic_hydrogen_evolution,19.797,llm_direct_prior_dye_sensitization_counter_hypothesis,50000,13.4348,0
18.9314,real_photocatalytic_hydrogen_evolution,18.9314,llm_direct_prior_ionic_strength_colloidal_destabilization,50000,14.3004,0
18.953,real_photocatalytic_hydrogen_evolution,19.0756,llm_direct_prior_photocatalyst_scavenger_stoichiometry_match,50000,14.1562,0
20.0018,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_random_rule_r1_alkaline_activation_of_thiol_donor,50000,12.5164,0
19.0206,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_random_rule_r1_dye_sensitization_counter_hypothesis,50000,12.5164,0
22.2691,real_photocatalytic_hydrogen_evolution,26.6264,llm_direct_prior_random_rule_r1_ionic_strength_colloidal_destabilization,50000,6.6054,1
19.2882,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_random_rule_r1_photocatalyst_scavenger_stoichiometry_match,50000,12.5164,0
19.018,real_photocatalytic_hydrogen_evolution,19.797,llm_direct_prior_random_rule_r1_silicate_dispersant_optimum_window,50000,13.4348,0
19.0863,real_photocatalytic_hydrogen_evolution,19.9639,llm_direct_prior_random_rule_r1_surfactant_active_site_blocking,50000,13.2679,0
18.9314,real_photocatalytic_hydrogen_evolution,18.9314,llm_direct_prior_random_rule_r2_alkaline_activation_of_thiol_donor,50000,14.3004,0
18.9747,real_photocatalytic_hydrogen_evolution,19.797,llm_direct_prior_random_rule_r2_dye_sensitization_counter_hypothesis,50000,13.4348,0
20.0086,real_photocatalytic_hydrogen_evolution,26.6264,llm_direct_prior_random_rule_r2_ionic_strength_colloidal_destabilization,50000,6.6054,1
21.6033,real_photocatalytic_hydrogen_evolution,30.0255,llm_direct_prior_random_rule_r2_photocatalyst_scavenger_stoichiometry_match,50000,3.2063,1
18.9747,real_photocatalytic_hydrogen_evolution,19.797,llm_direct_prior_random_rule_r2_silicate_dispersant_optimum_window,50000,13.4348,0
19.0863,real_photocatalytic_hydrogen_evolution,19.9639,llm_direct_prior_random_rule_r2_surfactant_active_site_blocking,50000,13.2679,0
20.0651,real_photocatalytic_hydrogen_evolution,21.7295,llm_direct_prior_random_rule_r3_alkaline_activation_of_thiol_donor,50000,11.5023,0
19.0206,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_random_rule_r3_dye_sensitization_counter_hypothesis,50000,12.5164,0
18.9314,real_photocatalytic_hydrogen_evolution,18.9314,llm_direct_prior_random_rule_r3_ionic_strength_colloidal_destabilization,50000,14.3004,0
19.7342,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_random_rule_r3_photocatalyst_scavenger_stoichiometry_match,50000,12.5164,0
18.9314,real_photocatalytic_hydrogen_evolution,18.9314,llm_direct_prior_random_rule_r3_silicate_dispersant_optimum_window,50000,14.3004,0
18.9314,real_photocatalytic_hydrogen_evolution,18.9314,llm_direct_prior_random_rule_r3_surfactant_active_site_blocking,50000,14.3004,0
19.3209,real_photocatalytic_hydrogen_evolution,19.797,llm_direct_prior_silicate_dispersant_optimum_window,50000,13.4348,0
19.0863,real_photocatalytic_hydrogen_evolution,19.9639,llm_direct_prior_surfactant_active_site_blocking,50000,13.2679,0
21.0793,real_photocatalytic_hydrogen_evolution,30.0255,mixed_kernel_gp_ei,50000,3.2063,1
23.2189,real_photocatalytic_hydrogen_evolution,25.8367,gp_ucb,50001,7.3951,1
20.0277,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_alkaline_activation_of_thiol_donor,50001,12.5164,0
18.3958,real_photocatalytic_hydrogen_evolution,19.797,llm_direct_prior_dye_sensitization_counter_hypothesis,50001,13.4348,0
18.102,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_ionic_strength_colloidal_destabilization,50001,12.5164,0
19.7525,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_photocatalyst_scavenger_stoichiometry_match,50001,12.5164,0
19.8901,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_random_rule_r1_alkaline_activation_of_thiol_donor,50001,12.5164,0
18.2978,real_photocatalytic_hydrogen_evolution,19.6312,llm_direct_prior_random_rule_r1_dye_sensitization_counter_hypothesis,50001,13.6006,0
20.7275,real_photocatalytic_hydrogen_evolution,22.2721,llm_direct_prior_random_rule_r1_ionic_strength_colloidal_destabilization,50001,10.9597,0
19.3399,real_photocatalytic_hydrogen_evolution,20.7154,llm_direct_prior_random_rule_r1_photocatalyst_scavenger_stoichiometry_match,50001,12.5164,0
18.3854,real_photocatalytic_hydrogen_evolution,19.9639,llm_direct_prior_random_rule_r1_silicate_dispersant_optimum_window,50001,13.2679,0
18.2275,real_photocatalytic_hydrogen_evolution,18.716,llm_direct_prior_random_rule_r1_surfactant_active_site_blocking,50001,14.5158,0
