condition,permutation_seed,target_seed,final_best,best_so_far_auc,simple_regret,top10_hit
permuted_source_outcomes_99700,99700,99500,0.2393392048183078,0.2010593541125579,1.5794006055079508,0
permuted_source_outcomes_99701,99701,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99702,99702,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99703,99703,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99704,99704,99500,0.1169247689521711,0.10924852721295537,1.7018150413740876,0
permuted_source_outcomes_99705,99705,99500,0.08774712389672615,0.08647435564554452,1.7309926864295324,0
permuted_source_outcomes_99706,99706,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99707,99707,99500,0.08774712389672615,0.08672890929578085,1.7309926864295324,0
permuted_source_outcomes_99708,99708,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99709,99709,99500,0.08774712389672615,0.08736529342137166,1.7309926864295324,0
permuted_source_outcomes_99710,99710,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99711,99711,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99712,99712,99500,0.29914120105603237,0.24591085129085133,1.5195986092702263,0
permuted_source_outcomes_99713,99713,99500,0.6531775252002426,0.295552307980047,1.1655622851260161,0
permuted_source_outcomes_99714,99714,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99715,99715,99500,0.39943977967622607,0.3211347852559966,1.4193000306500325,0
permuted_source_outcomes_99716,99716,99500,0.08774712389672615,0.08723801659625349,1.7309926864295324,0
permuted_source_outcomes_99717,99717,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99718,99718,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99719,99719,99500,0.29914120105603237,0.1655014636204881,1.5195986092702263,0
permuted_source_outcomes_99720,99720,99500,0.39943977967622607,0.3211347852559966,1.4193000306500325,0
permuted_source_outcomes_99721,99721,99500,0.29914120105603237,0.2281674013691243,1.5195986092702263,0
permuted_source_outcomes_99722,99722,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99723,99723,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99724,99724,99500,0.2393392048183078,0.18585633279560282,1.5794006055079508,0
permuted_source_outcomes_99725,99725,99500,0.29914120105603237,0.17493705160394327,1.5195986092702263,0
permuted_source_outcomes_99726,99726,99500,0.08774712389672615,0.08634707882042636,1.7309926864295324,0
permuted_source_outcomes_99727,99727,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99728,99728,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99729,99729,99500,0.13373215835117053,0.10205725411392898,1.685007651975088,0
permuted_source_outcomes_99730,99730,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99731,99731,99500,0.29914120105603237,0.1039632519170352,1.5195986092702263,0
permuted_source_outcomes_99732,99732,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99733,99733,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
permuted_source_outcomes_99734,99734,99500,0.6531775252002426,0.20853266043070698,1.1655622851260161,0
permuted_source_outcomes_99735,99735,99500,0.0862198019953082,0.0862198019953082,1.7325200083309504,0
