source_dataset,target_dataset,mode,seed,initial_observations,reveal_rounds,final_best,best_so_far_auc,simple_regret,top10_hit,source_observations,source_inducing_points,pair_id,split
real_matbench_expt_gap,real_matbench_dielectric,target_gp_ucb,70000,2,13,57.1624,49.895623,42.483,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,rgpe,70000,2,13,30.1587,26.848285,69.4867,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,multitask_gp_icm,70000,2,13,57.2276,51.662508,42.4178,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,target_gp_ucb,70001,2,13,78.5178,61.810338,21.1276,1,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,rgpe,70001,2,13,45.8474,36.850638,53.798,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,multitask_gp_icm,70001,2,13,57.2276,51.986992,42.4178,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,target_gp_ucb,70002,2,13,56.4702,41.143538,43.1752,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,rgpe,70002,2,13,42.6988,35.546308,56.9466,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,multitask_gp_icm,70002,2,13,56.4702,40.444862,43.1752,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,target_gp_ucb,70003,2,13,44.4763,41.021715,55.1691,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,rgpe,70003,2,13,40.7271,33.299977,58.9183,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,multitask_gp_icm,70003,2,13,57.2276,43.983385,42.4178,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,target_gp_ucb,70004,2,13,59.5114,47.945785,40.134,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,rgpe,70004,2,13,46.403,39.782385,53.2424,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,multitask_gp_icm,70004,2,13,46.403,43.506138,53.2424,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,target_gp_ucb,70005,2,13,37.9528,33.182485,61.6926,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,rgpe,70005,2,13,29.4604,26.705754,70.185,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,multitask_gp_icm,70005,2,13,57.2276,51.598969,42.4178,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,target_gp_ucb,70006,2,13,48.7857,44.751962,50.8597,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,rgpe,70006,2,13,46.403,40.398315,53.2424,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,multitask_gp_icm,70006,2,13,46.403,44.769062,53.2424,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,target_gp_ucb,70007,2,13,46.403,39.876154,53.2424,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,rgpe,70007,2,13,41.3443,35.8883,58.3011,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,multitask_gp_icm,70007,2,13,49.2242,43.462523,50.4212,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,target_gp_ucb,70008,2,13,48.7857,44.580846,50.8597,0,2048,256,materials_expt_gap_to_dielectric,calibration
real_matbench_expt_gap,real_matbench_dielectric,rgpe,70008,2,13,33.3307,29.604708,66.3147,0,2048,256,materials_expt_gap_to_dielectric,calibration
